# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Dec  6 23:03:15 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,0.048,0.004,-0.004,0,2.8,0.3,-0.3,0,Mass,G0 V,5900,100,-100,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,0.056,0.002,-0.002,0,0.018,,,1,Mass,K1 V,4950,150,-150,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,0.098,0.003,-0.003,0,0.088,0.035,-0.035,0,Mass,K1 V,4950,150,-150,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,0.0578,0.002,-0.0009,0,0.27,0.04,-0.04,0,Mass,F9,6040,90,-90,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,0.0526,0.001,-0.001,0,0.52,0.05,-0.05,0,Mass,G5,5590,100,-100,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,0.0476,0.0066,-0.0066,0,10.39,0.55,-0.55,0,Mass,G2,5900,120,-120,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,0.0603,0.005,-0.005,0,0.484,0.087,-0.087,0,Mass,G8/9 IV,5150,100,-100,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,0.0386,0.0059,-0.0059,0,0.85,0.2,-0.2,0,Mass,K0 V,5260,100,-100,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,0.05783,0.00085,-0.00085,0,21.66,1,-1,0,Mass,F3 V,6740,140,-140,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,0.0844,0.0012,-0.0012,0,2.9,0.22,-0.22,0,Mass,G3 V,5650,100,-100,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,0.0586,0.0034,-0.0034,0,0.84,0.34,-0.34,0,Mass,G2 IV,5700,120,-120,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,0.09,0.001,-0.001,0,0.72,0.08,-0.08,0,Mass,,6190,60,-60,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,0.04947,0.00026,-0.00029,0,0.467,0.047,-0.024,0,Mass,F9 V,6100,65,-65,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,0.0855,0.0015,-0.0015,0,2.96,0.34,-0.34,0,Mass,F9 V,6090,70,-70,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0
CoRoT-7 b,CoRoT-7,1,2,Transit,2009,0.017016,0.00017,-0.000036,0,0.01283,0.00321,-0.00321,0,Mass,G9 V,5275,75,-75,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0
CoRoT-7 c,CoRoT-7,1,2,Radial Velocity,2009,0.046,,,0,0.02643,0.00283,-0.00283,0,Mass,G9 V,5256,91.33,-130.85,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,0.063,0.001,-0.001,0,0.22,0.03,-0.03,0,Mass,K1 V,5080,80,-80,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,0.4021,0.0054,-0.0054,0,0.84,0.05,-0.05,0,Mass,G3 V,5625,80,-80,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,0.071,0.001,-0.001,0,0.15,0.1,-0.1,0,Mass,G0 VI,5970,100,-100,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,5.75,2.02,-2.02,0,12.0293,3.00733,-3.00733,0,Msin(i)/sin(i),,3579,157,-157,0,0.42,0.01,-0.01,0,0.51,,,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,0.36,0.01,-0.01,0,28.5,1.9,-1.9,0,Mass,L1.5,,,,,,,,,0.07,0.01,-0.01,0
DH Tau b,DH Tau,1,1,Imaging,2004,330,,,0,11,10,-3,0,Mass,M0.5,4371,137,-137,0,0.27,0.07,-0.07,0,0.33,,,0
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,0.1462,0.0012,-0.0012,0,0.07636,0.00365,-0.005,0,Msini,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,0.0733,0.0006,-0.0007,0,0.0302,0.00167,-0.00497,0,Msini,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,0.0422,0.0004,-0.0003,0,0.01054,0.0012,-0.00107,0,Msini,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,0.0651,0.0005,-0.0005,0,0.01299,0.00208,-0.00359,0,Msini,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,0.0664,0.0005,-0.0005,0,0.437,0.03,-0.059,0,Msini,F5 V,6500,100,-100,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,0.0662,0.0013,-0.0013,0,0.00812,0.0011,-0.00182,0,Msini,K0 V,5138,99,-99,0,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,8.19,0.39,-0.39,0,6.28,0.58,-0.58,0,Mass,,13500,500,-500,0,0.01,,,0,0.69,,,0
DS Tuc A b,DS Tuc A,2,1,Transit,2019,,,,,1.3,,,1,Mass,G6 V,5428,80,-80,0,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,0.0349,0.0027,-0.0022,0,0.0036,,,0,M-R relationship,,3648,172,-143,0,0.28,0.07,-0.07,0,0.29,0.1,-0.08,0
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,,,,,0.0131,,,0,M-R relationship,,3587,157,-157,0,0.37,0.09,-0.04,0,0.41,0.11,-0.05,0
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,,,,,0.00899,,,0,M-R relationship,,5633,111,-111,0,0.94,0.09,-0.09,0,0.93,,,0
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,,,,,0.00082,,,0,M-R relationship,,4991,75,-100.8,0,0.55,0.02,-0.02,0,0.78,0.09,-0.17,0
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,,,,,0.00705,,,0,M-R relationship,,5820,20,-20,0,0.93,0.06,-0.06,0,1.02,0.14,-0.12,0
EPIC 201615463 c,K2-166,1,2,Transit,2019,,,,,0.00624,,,0,M-R relationship,,5942.5,39.75,-26.17,0,1.6,0.01,-0.02,0,1.07,0.03,-0.03,0
EPIC 201754305 d,K2-16,1,3,Transit,2019,,,,,0.0034,,,0,M-R relationship,K3 V,4761,50,-57,0,0.54,0.02,-0.01,0,0.67,0.03,-0.04,0
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,0.0296,0.0005,-0.0005,0,0.00217,,,0,M-R relationship,,4520,108,-54,0,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0
EPIC 201833600 c,K2-50,1,2,Transit,2019,,,,,0.00306,,,0,M-R relationship,,4292.67,62.19,-62.19,0,0.63,0.04,-0.04,0,0.61,0.06,-0.06,0
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,0.035,0.0009,-0.001,0,0.00352,,,0,M-R relationship,,5053,103,-166,0,0.63,0.04,-0.02,0,0.8,0.08,-0.16,0
EPIC 205950854 c,K2-168,1,2,Transit,2019,,,,,0.00714,,,0,M-R relationship,,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,,,,,0.0111,,,0,M-R relationship,,5724,72,-72,0,0.82,0.1,-0.04,0,0.93,0.08,-0.1,0
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,,,,,0.008,,,0,M-R relationship,,5724,72,-72,0,1.1,0.36,-0.36,0,0.93,0.08,-0.1,0
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,,,,,0.0229,,,0,M-R relationship,,5724,72,-72,0,1.1,0.36,-0.36,0,0.93,0.08,-0.1,0
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,,,,,0.00317,,,0,M-R relationship,,3489,157,-157,0,0.37,0.01,-0.01,0,0.22,0.04,-0.06,0
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,,,,,0.0102,,,0,M-R relationship,,4114,99,-99,0,0.67,0.07,-0.04,0,0.56,0.05,-0.05,0
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,,,,,0.00588,,,0,M-R relationship,,4114,99,-99,0,0.5,0.04,-0.04,0,0.56,0.05,-0.05,0
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,,,,,0.0021,,,0,M-R relationship,,3467,157,-157,0,0.37,0.08,-0.07,0,0.41,0.1,-0.08,0
EPIC 206317286 b,EPIC 206317286,1,1,Transit,2019,,,,,0.00264,,,0,M-R relationship,,4864,122,-122,0,0.67,0.04,-0.05,0,0.71,0.09,-0.03,0
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,0.1195,0.01,-0.0251,0,0.0137,,,0,M-R relationship,M0,4057,37,-39,0,0.58,0.01,-0.01,0,0.62,0.02,-0.02,0
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,0.1493,0.0015,-0.0015,0,0.08495,0.04405,-0.03964,0,Mass,G0,6069,90,-90,0,1.39,0.02,-0.02,0,1.17,0.04,-0.04,0
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,,,,,0.00879,,,0,M-R relationship,,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,,,,,0.0182,,,0,M-R relationship,,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,,,,,0.0168,,,0,M-R relationship,,5782.33,11.67,-107.69,0,1.22,0,-0.05,0,1.11,0.14,-0.12,0
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,,,,,0.01,,,0,M-R relationship,,4982.79,43.77,-40.79,0,0.76,0.01,-0.01,0,0.91,0.04,-0.16,0
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,,,,,0.00669,,,0,M-R relationship,,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,,,,,0.0189,,,0,M-R relationship,,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,,,,,0.00588,,,0,M-R relationship,,5765,170,-170,0,0.93,0.2,-0.2,0,1,,,0
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,,,,,0.0186,,,0,M-R relationship,,5765,170,-170,0,0.93,0.2,-0.2,0,1,,,0
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,0.098,0.004,-0.004,0,0.0227,,,0,M-R relationship,K3,4684,79,-79,0,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,0.28,0.006,-0.006,0,0.0242,,,0,M-R relationship,K3,4684,79,-79,0,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,,,,,0.00295,,,0,M-R relationship,,5620,31,-31,0,0.89,0.09,-0.09,0,0.95,,,0
EPIC 220554210 c,K2-282,1,2,Transit,2019,,,,,0.00879,,,0,M-R relationship,,5523,82,-82,0,1.01,0.04,-0.04,0,0.94,0.04,-0.04,0
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.0134,0.0002,-0.0002,0,0.02429,0.00252,-0.00249,0,Mass,G5 V,5617,86,-86,0,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,0.1091,0.0014,-0.0015,0,0.01825,0.01038,-0.00944,0,Mass,G5 V,5617,86,-86,0,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,,,,,0.0043,,,0,M-R relationship,,3782,152,-152,0,0.32,0.07,-0.07,0,0.42,0.02,-0.02,0
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,0.07229,0.00074,-0.00075,0,3,1.1,-1.2,0,Mass,F5 V,6202,52,-50,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,4.5,1,-1,0,13,,,1,Mass,,4898,68,-68,0,2.7,0.12,-0.12,0,0.9,0.09,-0.09,0
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,0.047,0.005,-0.007,0,0.02753,0.00343,-0.0034,0,Mass,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,0.13,0.01,-0.02,0,0.04616,0.00579,-0.00595,0,Mass,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,0.22,0.02,-0.04,0,0.03203,0.00774,-0.00761,0,Mass,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
FU Tau b,FU Tau,1,1,Imaging,2008,800,,,0,16,,,0,Mass,M7.25,2838,,,0,,,,,0.05,,,0
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,0.02279,0.00061,-0.00061,0,0.00787,0.00091,-0.00094,0,Msini,M4.0 V,3326,54,-54,0,0.3,0.01,-0.01,0,0.3,0.02,-0.02,0
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,0.0525,0.0014,-0.0014,0,0.0118,0.00151,-0.00148,0,Msini,M4.0 V,3326,54,-54,0,0.3,0.01,-0.01,0,0.3,0.02,-0.02,0
G 9-40 b,G 9-40,1,1,Transit,2019,0.0385,0.0078,-0.0053,0,0.015,,,0,M-R relationship,M2.5 V,3348,32,-32,0,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,0.021,0.001,-0.001,0,0.00431,0.0005,-0.00047,0,Msini,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,0.035,0.001,-0.001,0,0.00547,0.00072,-0.00072,0,Msini,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,0.054,0.001,-0.001,0,0.00516,0.00076,-0.00072,0,Msini,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1132 b,GJ 1132,1,2,Transit,2015,0.0153,0.0005,-0.0005,0,0.00522,0.00072,-0.00072,0,Mass,M4.5 V,3270,140,-140,0,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,0.0476,0.0017,-0.0017,0,0.00831,0.00138,-0.00138,0,Msini,M4.5 V,3270,140,-140,0,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,0.166,0.001,-0.001,0,0.30425,0.00444,-0.00321,0,Msini,M5,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,0.912,0.005,-0.002,0,0.21414,0.01545,-0.00689,0,Msini,M5,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1151 b,GJ 1151,1,1,Radial Velocity,2021,0.01735,0.00065,-0.0007,0,0.00787,0.00157,-0.00157,0,Msini,M4.5,3114,157,-157,0,0.2,0.01,-0.01,0,0.17,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,Transit,2009,0.0149,0.00026,-0.00026,0,0.02571,0.00135,-0.00135,0,Mass,M4 V,3250,100,-100,0,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.00916,0.00076,-0.00076,0,0.00658,0.00176,-0.00176,0,Mass,M3,3458,140,-133,0,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,0.026,0.001,-0.001,0,0.02328,0.00157,-0.00157,0,Msini,M4.5 V,3236,51,-51,0,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 143 b,GJ 143,1,2,Transit,2019,0.1915,0.0058,-0.0063,0,0.07142,0.00692,-0.00598,0,Mass,K4.5,4640,100,-100,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,0.072,0.003,-0.004,0,0.00953,0.00145,-0.00138,0,Msini,M1,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,5.4,1,-0.9,0,0.11327,0.07866,-0.05663,0,Msini,M1,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,0.053,0.004,-0.007,0,0.03209,0.02265,-0.01856,0,Msini,M0 V,4347,,,0,0.66,0.03,-0.05,0,0.69,,,0
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,0.0607,0.00001,-0.00001,0,0.03335,0.00189,-0.00189,0,Msini,M,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,0.1254,0.0001,-0.0001,0,0.0214,0.00283,-0.00283,0,Msini,M,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,1.0304,0.0086,-0.0086,0,0.0925,0.00912,-0.00912,0,Msini,M,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2.41,0.04,-0.04,0,0.82,0.07,-0.07,0,Msini,M3.5 V,3370,100,-100,0,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,0.092,0.003,-0.003,0,0.02042,0.00214,-0.00214,0,Msini,M2 V,3371,,,0,0.41,0.01,-0.01,0,0.43,,,0
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,0.129,0.007,-0.017,0,0.02014,0.01164,-0.0129,0,Msini,M2 V,3371,,,0,0.41,0.01,-0.01,0,0.43,,,0
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,0.309,0.01,-0.01,0,0.02379,0.00337,-0.00337,0,Msini,M3,3811.5,230.1,-81.1,0,0.41,0.01,-0.01,0,0.43,,,0
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,0.283,0.013,-0.013,0,0.05097,0.01133,-0.01133,0,Msini,M0V:,4069.95,70.29,-44.5,0,0.71,0.02,-0.02,0,0.62,0.08,-0.08,0
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,0.339,0.011,-0.011,0,0.02287,0.00395,-0.00395,0,Msini,M1.5V,3912.54,147.04,-132.54,0,0.46,0.01,-0.02,0,0.58,,,0
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,0.898,0.031,-0.031,0,0.02667,0.0064,-0.0064,0,Msini,M1/M2 V,3564,,,0,0.46,0.01,-0.02,0,0.58,,,0
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,0.0818,0.0011,-0.0012,0,0.01259,0.00126,-0.00126,0,Msini,M3.0 V,3451,51,-51,0,0.36,0.01,-0.01,0,0.36,0.01,-0.01,0
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,0.101,0.009,-0.013,0,0.0409,0.0129,-0.02077,0,Msini,M0.5 V,3542,,,0,0.52,0.02,-0.02,0,0.53,,,0
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,0.091101,0.000019,-0.000017,0,0.00909,0.00085,-0.00082,0,Msini,M3.5,3382,49,-49,0,0.29,0.03,-0.03,0,0.29,,,0
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,0.036467,0.000002,-0.000002,0,0.00371,0.0005,-0.0005,0,Msini,M3.5,3382,49,-49,0,0.29,0.03,-0.03,0,0.29,,,0
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,0.49,,,0,3.37,0.09,-0.09,0,Msini,G6 V,5540,75,-75,0,0.9,,,0,0.9,,,0
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,0.079,0.003,-0.003,0,0.0258,0.00535,-0.00535,0,Msini,M4,3910,90,-147,0,0.47,0.01,-0.01,0,0.47,,,0
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,0.0197,0.0005,-0.0005,0,0.0056,0.00107,-0.00104,0,Msini,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.68,,,0
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,0.057,0.001,-0.001,0,0.01315,0.00192,-0.00186,0,Msini,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.68,,,0
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,0.698,0.018,-0.019,0,0.03304,0.00724,-0.00661,0,Msini,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.68,,,0
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,1.151,0.018,-0.018,0,2.5,0.7,-0.4,0,Mass,M2.5 V,3492.73,44.6,-44.6,0,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,5.23,0.111,-0.111,0,1.64396,0.0601,-0.0601,0,Msini,M2.5 V,3492.73,44.6,-44.6,0,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4.5,0.2,-0.2,0,2.3,0.13,-0.13,0,Msini,M1,3900,100,-100,0,0.65,0.02,-0.02,0,0.69,0.05,-0.05,0
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,0.14339,0.00003,-0.00003,0,0.07406,0.00277,-0.0028,0,Msini,M2.5,3466,49,-49,0,0.4,0.03,-0.03,0,0.42,,,0
